,ID,Name,Sex,PeoplesCount,WhenPeoplesCount,Source
10485,30388,Федорина,Ж,3000,24.06.2016 13:30:30,myData.biz
10486,30389,Федория,Ж,2,24.06.2016 13:30:38,myData.biz
10487,30390,Федорка,Ж,108,24.06.2016 13:30:47,myData.biz
10488,30391,Федорксия,Ж,0,24.06.2016 13:30:53,myData.biz
10489,30392,Федосея,Ж,9,24.06.2016 13:31:02,myData.biz
10490,30393,Федосина,Ж,197,24.06.2016 13:31:10,myData.biz
10491,30394,Федосия,Ж,216,24.06.2016 13:31:18,myData.biz
10492,30395,Федосья,Ж,795,24.06.2016 13:31:26,myData.biz
10493,30396,Федота,Ж,172,24.06.2016 13:31:34,myData.biz
10494,30397,Федотия,Ж,23,24.06.2016 13:31:43,myData.biz
10495,30398,Федотья,Ж,16,24.06.2016 13:31:50,myData.biz
10496,30399,Федотя,Ж,3,24.06.2016 13:31:57,myData.biz
10497,30400,Федоха,Ж,0,24.06.2016 13:32:05,myData.biz
10498,30401,Федусия,Ж,1,24.06.2016 13:32:13,myData.biz
10499,30402,Федуся,Ж,7,24.06.2016 13:32:22,myData.biz
10500,30403,Фекла,Ж,4000,24.06.2016 13:32:30,myData.biz
10501,30404,Феклетинья,Ж,0,24.06.2016 13:32:37,myData.biz
10502,30405,Феклина,Ж,992,24.06.2016 13:32:46,myData.biz
10503,30406,Феклиния,Ж,2,24.06.2016 13:32:54,myData.biz
10504,30407,Феклинья,Ж,3,24.06.2016 13:33:01,myData.biz
10505,30408,Феклипия,Ж,0,24.06.2016 13:33:09,myData.biz
10506,30409,Феклиста,Ж,7,24.06.2016 13:33:18,myData.biz
10507,30410,Феклия,Ж,1,24.06.2016 13:33:25,myData.biz
10508,30411,Фекля,Ж,4,24.06.2016 13:33:34,myData.biz
10509,30412,Фелагея,Ж,3,24.06.2016 13:33:42,myData.biz
10510,30413,Фелана,Ж,0,24.06.2016 13:33:49,myData.biz
10511,30414,Фелания,Ж,0,24.06.2016 13:33:57,myData.biz
10512,30415,Фелантина,Ж,0,24.06.2016 13:34:06,myData.biz
10513,30416,Фелена,Ж,12,24.06.2016 13:34:17,myData.biz
10514,30417,Фелигада,Ж,2,24.06.2016 13:34:22,myData.biz
10515,30418,Фелигия,Ж,0,24.06.2016 13:34:29,myData.biz
10516,30419,Феликса,Ж,319,24.06.2016 13:34:38,myData.biz
10517,30420,Феликсина,Ж,2,24.06.2016 13:34:45,myData.biz
10518,30421,Феликсия,Ж,3,24.06.2016 13:34:53,myData.biz
10519,30422,Фелимина,Ж,1,24.06.2016 13:35:01,myData.biz
10520,30423,Фелиса,Ж,39,24.06.2016 13:35:10,myData.biz
10521,30424,Фелисада,Ж,3,24.06.2016 13:35:18,myData.biz
10522,30425,Фелисата,Ж,13,24.06.2016 13:35:26,myData.biz
10523,30426,Фелисита,Ж,2,24.06.2016 13:35:34,myData.biz
10524,30427,Фелистина,Ж,0,24.06.2016 13:35:41,myData.biz
10525,30428,Фелицата,Ж,938,24.06.2016 13:35:50,myData.biz
10526,30429,Фелициана,Ж,7,24.06.2016 13:35:58,myData.biz
10527,30430,Фелициата,Ж,4,24.06.2016 13:36:06,myData.biz
10528,30431,Фелицита,Ж,2,24.06.2016 13:36:14,myData.biz
10529,30432,Фелиция,Ж,798,24.06.2016 13:36:22,myData.biz
10530,30433,Феличетта,Ж,0,24.06.2016 13:36:29,myData.biz
10531,30434,Феличия,Ж,173,24.06.2016 13:36:38,myData.biz
10532,30435,Фелия,Ж,6,24.06.2016 13:36:46,myData.biz
10533,30436,Феломела,Ж,0,24.06.2016 13:36:53,myData.biz
10534,30437,Феломена,Ж,11,24.06.2016 13:37:02,myData.biz
10535,30438,Феломила,Ж,0,24.06.2016 13:37:09,myData.biz
10536,30439,Фелонида,Ж,1,24.06.2016 13:37:17,myData.biz
10537,30440,Фелония,Ж,3,24.06.2016 13:37:26,myData.biz
10538,30441,Фелоня,Ж,0,24.06.2016 13:37:33,myData.biz
10539,30442,Фелора,Ж,0,24.06.2016 13:37:41,myData.biz
10540,30443,Фелуза,Ж,2,24.06.2016 13:37:49,myData.biz
10541,30444,Фелура,Ж,2,24.06.2016 13:37:57,myData.biz
10542,30445,Фелынина,Ж,1,24.06.2016 13:38:05,myData.biz
10543,30446,Фельемена,Ж,0,24.06.2016 13:38:13,myData.biz
10544,30447,Фелюра,Ж,1,24.06.2016 13:38:21,myData.biz
10545,30448,Фелюсия,Ж,0,24.06.2016 13:38:29,myData.biz
10546,30449,Фелюска,Ж,0,24.06.2016 13:38:37,myData.biz
10547,30450,Фелюся,Ж,2,24.06.2016 13:38:45,myData.biz
10548,30451,Фенелия,Ж,0,24.06.2016 13:38:53,myData.biz
10549,30452,Фенеста,Ж,1,24.06.2016 13:39:01,myData.biz
10550,30453,Феничка,Ж,71,24.06.2016 13:39:10,myData.biz
10551,30454,Фения,Ж,61,24.06.2016 13:39:18,myData.biz
10552,30455,Феноида,Ж,0,24.06.2016 13:39:25,myData.biz
10553,30456,Феня,Ж,2000,24.06.2016 13:39:34,myData.biz
10554,30457,Феоврония,Ж,0,24.06.2016 13:39:41,myData.biz
10555,30458,Феодалия,Ж,0,24.06.2016 13:39:49,myData.biz
10556,30459,Феодания,Ж,1,24.06.2016 13:39:57,myData.biz
10557,30460,Феодасия,Ж,4,24.06.2016 13:40:06,myData.biz
10558,30461,Феоделена,Ж,0,24.06.2016 13:40:13,myData.biz
10559,30462,Феодисия,Ж,14,24.06.2016 13:40:22,myData.biz
10560,30463,Феодия,Ж,0,24.06.2016 13:40:29,myData.biz
10561,30464,Феодозия,Ж,0,24.06.2016 13:40:37,myData.biz
10562,30465,Феодония,Ж,1,24.06.2016 13:40:45,myData.biz
10563,30466,Феодора,Ж,708,24.06.2016 13:40:54,myData.biz
10564,30467,Феодосия,Ж,95000,24.06.2016 13:41:02,myData.biz
10565,30468,Феодоська,Ж,51,24.06.2016 13:41:10,myData.biz
10566,30469,Феодосья,Ж,39,24.06.2016 13:41:19,myData.biz
10567,30470,Феодося,Ж,17,24.06.2016 13:41:26,myData.biz
10568,30471,Феодотия,Ж,21,24.06.2016 13:41:37,myData.biz
10569,30472,Феодулия,Ж,18,24.06.2016 13:41:43,myData.biz
10570,30473,Феокла,Ж,6,24.06.2016 13:41:52,myData.biz
10571,30474,Феоксиста,Ж,0,24.06.2016 13:41:57,myData.biz
10572,30475,Феоктиния,Ж,1,24.06.2016 13:42:06,myData.biz
10573,30476,Феоктиса,Ж,4,24.06.2016 13:42:14,myData.biz
10574,30477,Феоктисия,Ж,0,24.06.2016 13:42:21,myData.biz
10575,30478,Феоктиска,Ж,3,24.06.2016 13:42:30,myData.biz
10576,30479,Феоктиста,Ж,96,24.06.2016 13:42:39,myData.biz
10577,30480,Феона,Ж,204,24.06.2016 13:42:46,myData.biz
10578,30481,Феонида,Ж,0,24.06.2016 13:42:53,myData.biz
10579,30482,Феонила,Ж,4,24.06.2016 13:43:02,myData.biz
10580,30483,Феонилия,Ж,0,24.06.2016 13:43:09,myData.biz
10581,30484,Феонина,Ж,29,24.06.2016 13:43:18,myData.biz
10582,30485,Феонисия,Ж,1,24.06.2016 13:43:25,myData.biz
10583,30486,Феония,Ж,17,24.06.2016 13:43:35,myData.biz
10584,30487,Феонова,Ж,100,24.06.2016 13:43:42,myData.biz
10585,30488,Феонтиста,Ж,0,24.06.2016 13:43:49,myData.biz
10586,30489,Феосина,Ж,1,24.06.2016 13:43:57,myData.biz
10587,30490,Феотиния,Ж,1,24.06.2016 13:44:05,myData.biz
10588,30491,Феотинья,Ж,0,24.06.2016 13:44:13,myData.biz
10589,30492,Феофалия,Ж,0,24.06.2016 13:44:21,myData.biz
10590,30493,Феофана,Ж,23,24.06.2016 13:44:31,myData.biz
10591,30494,Феофанида,Ж,2,24.06.2016 13:44:37,myData.biz
10592,30495,Феофания,Ж,319,24.06.2016 13:44:46,myData.biz
10593,30496,Феофанна,Ж,3,24.06.2016 13:44:54,myData.biz
10594,30497,Феофантия,Ж,0,24.06.2016 13:45:01,myData.biz
10595,30498,Феофила,Ж,45,24.06.2016 13:45:12,myData.biz
10596,30499,Феофилия,Ж,0,24.06.2016 13:45:17,myData.biz
10597,30500,Феофиния,Ж,0,24.06.2016 13:45:25,myData.biz
10598,30501,Феофиса,Ж,1,24.06.2016 13:45:33,myData.biz
10599,30502,Фералина,Ж,1,24.06.2016 13:45:41,myData.biz
10600,30503,Фервония,Ж,0,24.06.2016 13:45:49,myData.biz
10601,30504,Фердания,Ж,60,24.06.2016 13:46:01,myData.biz
10602,30505,Ферданья,Ж,3,24.06.2016 13:46:06,myData.biz
10603,30506,Фердония,Ж,0,24.06.2016 13:46:13,myData.biz
10604,30507,Ферзания,Ж,1,24.06.2016 13:46:22,myData.biz
10605,30508,Ферзият,Ж,2,24.06.2016 13:46:30,myData.biz
10606,30509,Фериде,Ж,2000,24.06.2016 13:46:38,myData.biz
10607,30510,Феридя,Ж,12,24.06.2016 13:46:47,myData.biz
10608,30511,Ферика,Ж,39,24.06.2016 13:46:56,myData.biz
10609,30512,Ферктиста,Ж,0,24.06.2016 13:47:02,myData.biz
10610,30513,Ферония,Ж,9,24.06.2016 13:47:10,myData.biz
10611,30514,Феронья,Ж,2,24.06.2016 13:47:18,myData.biz
10612,30515,Феруза,Ж,11000,24.06.2016 13:47:26,myData.biz
10613,30516,Ферюза,Ж,50,24.06.2016 13:47:34,myData.biz
10614,30517,Фетиния,Ж,19,24.06.2016 13:47:42,myData.biz
10615,30518,Фетинья,Ж,17,24.06.2016 13:47:52,myData.biz
10616,30519,Фея,Ж,13000,24.06.2016 13:47:58,myData.biz
10617,30520,Фёкла,Ж,4000,24.06.2016 13:48:06,myData.biz
10618,30521,Фиактиса,Ж,1,24.06.2016 13:48:14,myData.biz
10619,30522,Фиала,Ж,144,24.06.2016 13:48:22,myData.biz
10620,30523,Фиделия,Ж,11,24.06.2016 13:48:30,myData.biz
10621,30524,Фидося,Ж,1,24.06.2016 13:48:37,myData.biz
10622,30525,Филагрия,Ж,0,24.06.2016 13:48:45,myData.biz
10623,30526,Филана,Ж,7,24.06.2016 13:48:54,myData.biz
10624,30527,Филания,Ж,2,24.06.2016 13:49:02,myData.biz
10625,30528,Филиана,Ж,8,24.06.2016 13:49:10,myData.biz
10626,30529,Филиара,Ж,0,24.06.2016 13:49:17,myData.biz
10627,30530,Филигия,Ж,0,24.06.2016 13:49:25,myData.biz
10628,30531,Филида,Ж,26,24.06.2016 13:49:36,myData.biz
10629,30532,Филикса,Ж,2,24.06.2016 13:49:42,myData.biz
10630,30533,Филиксия,Ж,1,24.06.2016 13:49:49,myData.biz
10631,30534,Филиктория,Ж,0,24.06.2016 13:49:57,myData.biz
10632,30535,Филимена,Ж,3,24.06.2016 13:50:06,myData.biz
10633,30536,Филимина,Ж,5,24.06.2016 13:50:14,myData.biz
10634,30537,Филимия,Ж,0,24.06.2016 13:50:21,myData.biz
10635,30538,Филимона,Ж,9,24.06.2016 13:50:31,myData.biz
10636,30539,Филимония,Ж,1,24.06.2016 13:50:37,myData.biz
10637,30540,Филиниса,Ж,2,24.06.2016 13:50:46,myData.biz
10638,30541,Филиомена,Ж,0,24.06.2016 13:50:53,myData.biz
10639,30542,Филионида,Ж,0,24.06.2016 13:51:01,myData.biz
10640,30543,Филипина,Ж,77,24.06.2016 13:51:10,myData.biz
10641,30544,Филипия,Ж,32,24.06.2016 13:51:19,myData.biz
10642,30545,Филипка,Ж,30,24.06.2016 13:51:27,myData.biz
10643,30546,Филиппа,Ж,445,24.06.2016 13:51:34,myData.biz
10644,30547,Филиппина,Ж,70,24.06.2016 13:51:42,myData.biz
10645,30548,Филиппия,Ж,6,24.06.2016 13:51:50,myData.biz
10646,30549,Филомела,Ж,5,24.06.2016 13:51:58,myData.biz
10647,30550,Филомена,Ж,38,24.06.2016 13:52:09,myData.biz
10648,30551,Филомина,Ж,3,24.06.2016 13:52:14,myData.biz
10649,30552,Филонена,Ж,3,24.06.2016 13:52:22,myData.biz
10650,30553,Филонида,Ж,2,24.06.2016 13:52:30,myData.biz
10651,30554,Филонила,Ж,7,24.06.2016 13:52:38,myData.biz
10652,30555,Филонина,Ж,158,24.06.2016 13:52:46,myData.biz
10653,30556,Филония,Ж,1,24.06.2016 13:52:54,myData.biz
10654,30557,Филонтропа,Ж,0,24.06.2016 13:53:01,myData.biz
10655,30558,Филорена,Ж,1,24.06.2016 13:53:09,myData.biz
10656,30559,Филоренна,Ж,0,24.06.2016 13:53:17,myData.biz
10657,30560,Филорета,Ж,1,24.06.2016 13:53:25,myData.biz
10658,30561,Филорида,Ж,3,24.06.2016 13:53:34,myData.biz
10659,30562,Филотея,Ж,5,24.06.2016 13:53:42,myData.biz
10660,30563,Филотия,Ж,0,24.06.2016 13:53:49,myData.biz
10661,30564,Филофания,Ж,1,24.06.2016 13:53:57,myData.biz
10662,30565,Фильгельмила,Ж,0,24.06.2016 13:54:05,myData.biz
10663,30566,Фильяна,Ж,3,24.06.2016 13:54:14,myData.biz
10664,30567,Филюмина,Ж,0,24.06.2016 13:54:21,myData.biz
10665,30568,Филяра,Ж,12,24.06.2016 13:54:30,myData.biz
10666,30569,Филярина,Ж,0,24.06.2016 13:54:37,myData.biz
10667,30570,Фимбретил,Ж,1,24.06.2016 13:54:45,myData.biz
10668,30571,Финадора,Ж,0,24.06.2016 13:54:53,myData.biz
10669,30572,Финария,Ж,29,24.06.2016 13:55:03,myData.biz
10670,30573,Фиона,Ж,1000,24.06.2016 13:55:12,myData.biz
10671,30574,Фиония,Ж,5,24.06.2016 13:55:18,myData.biz
10672,30575,Фира,Ж,2000,24.06.2016 13:55:26,myData.biz
10673,30576,Фиразия,Ж,54,24.06.2016 13:55:34,myData.biz
10674,30577,Фираида,Ж,3,24.06.2016 13:55:42,myData.biz
10675,30578,Фирания,Ж,97,24.06.2016 13:55:51,myData.biz
10676,30579,Фирая,Ж,1000,24.06.2016 13:55:58,myData.biz
10677,30580,Фирдоус,Ж,15,24.06.2016 13:56:07,myData.biz
10678,30581,Фирра,Ж,2,24.06.2016 13:56:14,myData.biz
10679,30582,Фируза,Ж,11000,24.06.2016 13:56:22,myData.biz
10680,30583,Фирузджа,Ж,0,24.06.2016 13:56:29,myData.biz
10681,30584,Фирузе,Ж,148,24.06.2016 13:56:38,myData.biz
10682,30585,Фирузя,Ж,55,24.06.2016 13:56:49,myData.biz
10683,30586,Фирумида,Ж,0,24.06.2016 13:56:53,myData.biz
10684,30587,Фируса,Ж,20,24.06.2016 13:57:03,myData.biz
10685,30588,Фируца,Ж,0,24.06.2016 13:57:09,myData.biz
10686,30589,Флавиана,Ж,1,24.06.2016 13:57:18,myData.biz
10687,30590,Флавия,Ж,257,24.06.2016 13:57:28,myData.biz
10688,30591,Флеорида,Ж,0,24.06.2016 13:57:33,myData.biz
10689,30592,Флера,Ж,2000,24.06.2016 13:57:42,myData.biz
10690,30593,Флида,Ж,610,24.06.2016 13:57:51,myData.biz
10691,30594,Флидия,Ж,1,24.06.2016 13:57:57,myData.biz
10692,30595,Флора,Ж,11000,24.06.2016 13:58:06,myData.biz
10693,30596,Флорелла,Ж,7,24.06.2016 13:58:14,myData.biz
10694,30597,Флорендина,Ж,2,24.06.2016 13:58:22,myData.biz
10695,30598,Флоренса,Ж,6,24.06.2016 13:58:30,myData.biz
10696,30599,Флорентина,Ж,729,24.06.2016 13:58:38,myData.biz
10697,30600,Флоренция,Ж,61000,24.06.2016 13:58:49,myData.biz
10698,30601,Флорестина,Ж,3,24.06.2016 13:58:54,myData.biz
10699,30602,Флориана,Ж,108,24.06.2016 13:59:03,myData.biz
10700,30603,Флорианна,Ж,19,24.06.2016 13:59:11,myData.biz
10701,30604,Флорида,Ж,4000000,24.06.2016 13:59:20,myData.biz
10702,30605,цветущая,Ж,462,24.06.2016 13:59:27,myData.biz
10703,30606,Флоридона,Ж,0,24.06.2016 13:59:33,myData.biz
10704,30607,Флорина,Ж,393,24.06.2016 13:59:42,myData.biz
10705,30608,Флориса,Ж,28,24.06.2016 13:59:51,myData.biz
10706,30609,Флорисента,Ж,1,24.06.2016 13:59:58,myData.biz
10707,30610,Флурия,Ж,2,24.06.2016 14:00:06,myData.biz
10708,30611,Флюза,Ж,3000,24.06.2016 14:00:14,myData.biz
10709,30612,Флюзя,Ж,71,24.06.2016 14:00:23,myData.biz
10710,30613,Флюра,Ж,9000,24.06.2016 14:00:30,myData.biz
10711,30614,Флюрелла,Ж,0,24.06.2016 14:00:37,myData.biz
10712,30615,Флюрида,Ж,6,24.06.2016 14:00:46,myData.biz
10713,30616,Флюриса,Ж,0,24.06.2016 14:00:53,myData.biz
10714,30617,Флюса,Ж,174,24.06.2016 14:01:04,myData.biz
10715,30618,Флюся,Ж,84,24.06.2016 14:01:11,myData.biz
10716,30619,Фоксолана,Ж,2,24.06.2016 14:01:18,myData.biz
10717,30620,Фомасия,Ж,1,24.06.2016 14:01:25,myData.biz
10718,30621,Фомия,Ж,2,24.06.2016 14:01:34,myData.biz
10719,30622,Форвония,Ж,1,24.06.2016 14:01:42,myData.biz
10720,30623,Фортунелия,Ж,0,24.06.2016 14:01:49,myData.biz
10721,30624,Фотина,Ж,2000,24.06.2016 14:01:58,myData.biz
10722,30625,Фотиния,Ж,505,24.06.2016 14:02:06,myData.biz
10723,30626,Фотинья,Ж,99,24.06.2016 14:02:15,myData.biz
10724,30627,Фразилина,Ж,0,24.06.2016 14:02:21,myData.biz
10725,30628,Фразина,Ж,4,24.06.2016 14:02:31,myData.biz
10726,30629,Франгиза,Ж,116,24.06.2016 14:02:38,myData.biz
10727,30630,Франка,Ж,31000,24.06.2016 14:02:46,myData.biz
10728,30631,Франкеля,Ж,0,24.06.2016 14:02:53,myData.biz
10729,30632,Франкиза,Ж,0,24.06.2016 14:03:01,myData.biz
10730,30633,Францелина,Ж,0,24.06.2016 14:03:09,myData.biz
10731,30634,Францеса,Ж,2,24.06.2016 14:03:17,myData.biz
10732,30635,Францеска,Ж,11,24.06.2016 14:03:26,myData.biz
10733,30636,Францеслава,Ж,0,24.06.2016 14:03:33,myData.biz
10734,30637,Франциза,Ж,1,24.06.2016 14:03:42,myData.biz
10735,30638,Францилина,Ж,0,24.06.2016 14:03:49,myData.biz
10736,30639,Францилия,Ж,0,24.06.2016 14:03:57,myData.biz
10737,30640,Франциолина,Ж,0,24.06.2016 14:04:06,myData.biz
10738,30641,Францисса,Ж,1,24.06.2016 14:04:13,myData.biz
10739,30642,Францишка,Ж,7,24.06.2016 14:04:23,myData.biz
10740,30643,Франческа,Ж,1000,24.06.2016 14:04:30,myData.biz
10741,30644,Франчишка,Ж,1,24.06.2016 14:04:37,myData.biz
10742,30645,Франя,Ж,121,24.06.2016 14:04:46,myData.biz
10743,30646,Фраонида,Ж,1,24.06.2016 14:04:55,myData.biz
10744,30647,Фрасиния,Ж,0,24.06.2016 14:05:01,myData.biz
10745,30648,Фреда,Ж,76,24.06.2016 14:05:11,myData.biz
10746,30649,Фредерика,Ж,148,24.06.2016 14:05:19,myData.biz
10747,30650,Фредзя,Ж,1,24.06.2016 14:05:25,myData.biz
10748,30651,Фредислава,Ж,0,24.06.2016 14:05:33,myData.biz
10749,30652,Фредрина,Ж,1,24.06.2016 14:05:41,myData.biz
10750,30653,Фредя,Ж,11,24.06.2016 14:05:50,myData.biz
10751,30654,Фрезентина,Ж,1,24.06.2016 14:05:58,myData.biz
10752,30655,Фрея,Ж,274,24.06.2016 14:06:06,myData.biz
10753,30656,Фриада,Ж,2,24.06.2016 14:06:13,myData.biz
10754,30657,Фрида,Ж,3000,24.06.2016 14:06:22,myData.biz
10755,30658,Фридарика,Ж,3,24.06.2016 14:06:30,myData.biz
10756,30659,Фридерика,Ж,38,24.06.2016 14:06:39,myData.biz
10757,30660,Фризантелла,Ж,0,24.06.2016 14:06:45,myData.biz
10758,30661,Фризантема,Ж,1,24.06.2016 14:06:55,myData.biz
10759,30662,Фриида,Ж,0,24.06.2016 14:07:02,myData.biz
10760,30663,Фриль,Ж,5,24.06.2016 14:07:10,myData.biz
10761,30664,Фрима,Ж,27,24.06.2016 14:07:18,myData.biz
10762,30665,Фримма,Ж,0,24.06.2016 14:07:25,myData.biz
10763,30666,Фрина,Ж,33,24.06.2016 14:07:35,myData.biz
10764,30667,Фрозинда,Ж,0,24.06.2016 14:07:41,myData.biz
10765,30668,Фросима,Ж,0,24.06.2016 14:07:49,myData.biz
10766,30669,Фросина,Ж,310,24.06.2016 14:07:58,myData.biz
10767,30670,Фросиния,Ж,3,24.06.2016 14:08:06,myData.biz
10768,30671,Фросинка,Ж,1,24.06.2016 14:08:14,myData.biz
10769,30672,Фросинья,Ж,5,24.06.2016 14:08:22,myData.biz
10770,30673,Фросиня,Ж,1,24.06.2016 14:08:29,myData.biz
10771,30674,Фрося,Ж,8000,24.06.2016 14:08:38,myData.biz
10772,30675,Фрузя,Ж,7,24.06.2016 14:08:46,myData.biz
10773,30676,Фумико,Ж,15,24.06.2016 14:08:54,myData.biz
10774,30677,Фусако,Ж,0,24.06.2016 14:09:01,myData.biz
10775,30678,Фэридэ,Ж,85,24.06.2016 14:09:10,myData.biz
10776,30679,Фявзия,Ж,39,24.06.2016 14:09:19,myData.biz
10777,30680,Фяруза,Ж,4,24.06.2016 14:09:26,myData.biz
10778,30681,Хабиба,Ж,1000,24.06.2016 14:09:34,myData.biz
10779,30682,Хабибат,Ж,27,24.06.2016 14:09:44,myData.biz
10780,30683,Хабизат,Ж,42,24.06.2016 14:09:51,myData.biz
10781,30684,Хабият,Ж,10,24.06.2016 14:10:00,myData.biz
10782,30685,Хава,Ж,13000,24.06.2016 14:10:06,myData.biz
10783,30686,Хавра,Ж,82,24.06.2016 14:10:14,myData.biz
10784,30687,Хавренья,Ж,0,24.06.2016 14:10:21,myData.biz
10785,30688,Хавреня,Ж,1,24.06.2016 14:10:29,myData.biz
10786,30689,Хаврина,Ж,37,24.06.2016 14:10:38,myData.biz
10787,30690,Хавриня,Ж,0,24.06.2016 14:10:45,myData.biz
10788,30691,Хаврона,Ж,72,24.06.2016 14:10:55,myData.biz
10789,30692,Хаврония,Ж,24,24.06.2016 14:11:04,myData.biz
10790,30693,Хавронья,Ж,92,24.06.2016 14:11:11,myData.biz
10791,30694,Хавроня,Ж,42,24.06.2016 14:11:19,myData.biz
10792,30695,Хавроха,Ж,32,24.06.2016 14:11:28,myData.biz
10793,30696,Хаврюта,Ж,107,24.06.2016 14:11:34,myData.biz
10794,30697,Хавря,Ж,2,24.06.2016 14:11:41,myData.biz
10795,30698,Хавсат,Ж,0,24.06.2016 14:11:49,myData.biz
10796,30699,Хався,Ж,1,24.06.2016 14:11:57,myData.biz
10797,30700,Хагиля,Ж,3,24.06.2016 14:12:06,myData.biz
10798,30701,Хагит,Ж,9,24.06.2016 14:12:14,myData.biz
10799,30702,Хаджара,Ж,13,24.06.2016 14:12:22,myData.biz
10800,30703,Хаджарбиби,Ж,6,24.06.2016 14:12:30,myData.biz
10801,30704,Хадиджа,Ж,3000,24.06.2016 14:12:38,myData.biz
10802,30705,Хадижа,Ж,5000,24.06.2016 14:12:46,myData.biz
10803,30706,Хадижат,Ж,4000,24.06.2016 14:12:54,myData.biz
10804,30707,Хайбат,Ж,104,24.06.2016 14:13:02,myData.biz
10805,30708,Хайрат,Ж,279,24.06.2016 14:13:10,myData.biz
10806,30709,Хадижаткубра,Ж,0,24.06.2016 14:13:17,myData.biz
10807,30710,Хадича,Ж,866,24.06.2016 14:13:27,myData.biz
10808,30711,Хадият,Ж,17,24.06.2016 14:13:35,myData.biz
10809,30712,Хажав,Ж,1,24.06.2016 14:13:41,myData.biz
10810,30713,Хажар,Ж,87,24.06.2016 14:13:50,myData.biz
10811,30714,Хажбика,Ж,0,24.06.2016 14:13:57,myData.biz
10812,30715,Хазангюль,Ж,2,24.06.2016 14:14:06,myData.biz
10813,30716,Хазима,Ж,34,24.06.2016 14:14:14,myData.biz
10814,30717,Хазина,Ж,511,24.06.2016 14:14:22,myData.biz
10815,30718,Хазинат,Ж,28,24.06.2016 14:14:30,myData.biz
10816,30719,Халбуви,Ж,35,24.06.2016 14:14:38,myData.biz
10817,30720,Халвария,Ж,1,24.06.2016 14:14:45,myData.biz
10818,30721,Халида,Ж,6000,24.06.2016 14:14:55,myData.biz
10819,30722,Халжат,Ж,14,24.06.2016 14:15:03,myData.biz
10820,30723,Халима,Ж,3000,24.06.2016 14:15:10,myData.biz
10821,30724,Халимат,Ж,1000,24.06.2016 14:15:19,myData.biz
10822,30725,Халиса,Ж,743,24.06.2016 14:15:26,myData.biz
10823,30726,Халисат,Ж,171,24.06.2016 14:15:34,myData.biz
10824,30727,Халлыгозель,Ж,2,24.06.2016 14:15:43,myData.biz
10825,30728,Халум,Ж,54,24.06.2016 14:15:50,myData.biz
10826,30729,Халумага,Ж,3,24.06.2016 14:15:58,myData.biz
10827,30730,Халумчакар,Ж,0,24.06.2016 14:16:05,myData.biz
10828,30731,Хамат,Ж,93,24.06.2016 14:16:17,myData.biz
10829,30732,Хамдия,Ж,545,24.06.2016 14:16:23,myData.biz
10830,30733,Хамида,Ж,2000,24.06.2016 14:16:30,myData.biz
10831,30734,Хамика,Ж,5,24.06.2016 14:16:38,myData.biz
10832,30735,Хамис,Ж,3000,24.06.2016 14:16:46,myData.biz
10833,30736,Хамудсиния,Ж,4,24.06.2016 14:16:54,myData.biz
10834,30737,Хана,Ж,61000,24.06.2016 14:17:05,myData.biz
10835,30738,Ханза,Ж,117,24.06.2016 14:17:10,myData.biz
10836,30739,Ханзада,Ж,769,24.06.2016 14:17:20,myData.biz
10837,30740,Ханипат,Ж,16,24.06.2016 14:17:27,myData.biz
10838,30741,Ханако,Ж,48,24.06.2016 14:17:35,myData.biz
10839,30742,Ханбеги,Ж,5,24.06.2016 14:17:42,myData.biz
10840,30743,Ханифа,Ж,1000,24.06.2016 14:17:50,myData.biz
10841,30744,Ханият,Ж,23,24.06.2016 14:18:00,myData.biz
10842,30745,Ханна,Ж,5000,24.06.2016 14:18:06,myData.biz
10843,30746,Ханпери,Ж,11,24.06.2016 14:18:14,myData.biz
10844,30747,Ханум,Ж,1000,24.06.2016 14:18:22,myData.biz
10845,30748,Ханума,Ж,316,24.06.2016 14:18:32,myData.biz
10846,30749,Хапизат,Ж,11,24.06.2016 14:18:40,myData.biz
10847,30750,Хаписат,Ж,60,24.06.2016 14:18:46,myData.biz
10848,30751,Хапсат,Ж,87,24.06.2016 14:18:55,myData.biz
10849,30752,Хариесса,Ж,25,24.06.2016 14:19:05,myData.biz
10850,30753,Харита,Ж,202,24.06.2016 14:19:10,myData.biz
10851,30754,Харитина,Ж,862,24.06.2016 14:19:19,myData.biz
10852,30755,Харитона,Ж,22,24.06.2016 14:19:27,myData.biz
10853,30756,Харитония,Ж,12,24.06.2016 14:19:34,myData.biz
10854,30757,Харриет,Ж,11,24.06.2016 14:19:43,myData.biz
10855,30758,Харрия,Ж,3,24.06.2016 14:19:49,myData.biz
10856,30759,Хару,Ж,313,24.06.2016 14:19:58,myData.biz
10857,30760,Харука,Ж,611,24.06.2016 14:20:06,myData.biz
10858,30761,Харытина,Ж,3,24.06.2016 14:20:14,myData.biz
10859,30762,Харытка,Ж,3,24.06.2016 14:20:21,myData.biz
10860,30763,Харытына,Ж,7,24.06.2016 14:20:31,myData.biz
10861,30764,Харытя,Ж,3,24.06.2016 14:20:37,myData.biz
10862,30765,Хасана,Ж,654,24.06.2016 14:20:46,myData.biz
10863,30766,Хасаня,Ж,3,24.06.2016 14:20:54,myData.biz
10864,30767,Хасима,Ж,29,24.06.2016 14:21:03,myData.biz
10865,30768,Хасина,Ж,264,24.06.2016 14:21:10,myData.biz
